tool,parm,label,type,components,default,menu_items
AB::BusStopGenerator::2.0,use_color,Use Color,Toggle,1,True,0
AB::BusStopGenerator::2.0,tool_mode_on,Tool Mode,Toggle,1,False,0
AB::BusStopGenerator::2.0,BusStopOptions,Bus Stop Options,Label,1,,0
AB::BusStopGenerator::2.0,cus_stop_width,Bus Stop Width,Float,1,3.0,0
AB::BusStopGenerator::2.0,cus_stop_depth,Bus Stop Depth,Float,1,2.0,0
AB::BusStopGenerator::2.0,bus_stop_roof_thick,Roof Thickness,Float,1,0.1,0
AB::BusStopGenerator::2.0,bus_stop_roof_overhang,Roof Overhang Amount,Float,1,1.0,0
AB::BusStopGenerator::2.0,bus_stop_roof_topinset,Top Detail Inset,Float,1,0.2,0
AB::BusStopGenerator::2.0,bus_stop_roof_top_det_height,Top Detail Height,Float,1,0.2,0
AB::BusStopGenerator::2.0,bus_stop_top_det_bev,Top Detail Bevel,Float,1,0.2,0
AB::BusStopGenerator::2.0,bench_height1,Bench Height,Float,1,0.75,0
AB::BusStopGenerator::2.0,bench_width_adjust,Adjust Bench Width,Float,1,0.0,0
AB::BusStopGenerator::2.0,bench_top_height,Bench Top Height,Float,1,0.5,0
AB::BusStopGenerator::2.0,bus_stop_bench_slats,Number of Top Slats,Int,1,3,0
AB::BusStopGenerator::2.0,bus_stop_bench_slats_thick,Slat Depth,Float,1,0.035,0
AB::BusStopGenerator::2.0,bus_stopadd_sign,Add Sign,Toggle,1,True,0
AB::BusStopGenerator::2.0,sign_object,Sign Object,String,1,,0
AB::BusStopGenerator::2.0,sepparm4,,Separator,0,,0
AB::BusStopGenerator::2.0,labelparm4,Colors,Label,1,,0
AB::BusStopGenerator::2.0,bus_stop_metal,Metal,Float,3,0.025;0.025;0.025,0
AB::BusStopGenerator::2.0,bus_stop_top_inset_color,Top Detail,Float,3,1.0;0.5;0.0,0
AB::BusStopGenerator::2.0,bus_stop_glass,Glass,Float,3,0.0;1.0;1.0,0
AB::BusStopGenerator::2.0,bus_stop_bench_seat,Bench Seat,Float,3,0.333;0.333;0.333,0
AB::BusStopGenerator::2.0,bus_stop_bench_top,Bench Top,Float,3,1.0;0.5;0.0,0
AB::ButtonPanels::1.1,BaseSizeX,Width,Float,1,0.04,0
AB::ButtonPanels::1.1,BaseSizeY,Height,Float,1,0.02,0
AB::ButtonPanels::1.1,ButtonAmountHeight,Button Amoun tHeight,Int,1,10,0
AB::ButtonPanels::1.1,inset,Inset,Float,1,0.001,0
AB::ButtonPanels::1.1,offset,Round Corners,Float,1,0.006,0
AB::ButtonPanels::1.1,ButtonRimHeight,Button Rim Height,Float,1,0.007,0
AB::ButtonPanels::1.1,ButtonRimBevel,Button Rim Bevel,Float,1,0.001,0
AB::ButtonPanels::1.1,ButtonRimDiv,Button Rim Bev Div,Int,1,1,0
AB::ButtonPanels::1.1,ButtonInset,Button Inset,Float,1,0.002,0
AB::ButtonPanels::1.1,ButtonHeight,Button Height,Float,1,0.0026,0
AB::ButtonPanels::1.1,RampColorType,Ramp Color Type,Menu,1,1,2
AB::ButtonPanels::1.1,ButtonRampColor1,Button Ramp,Ramp,1,2,0
AB::ButtonPanels::1.1,ButtonRampColor2,Button Ramp,Ramp,1,2,0
AB::ButtonPanels::1.1,MetalRimColor,Metal Rim,Ramp,1,2,0
AB::CameraFrustrum::1.0,keeppos,Keep Position When Parenting,Toggle,1,False,0
AB::CameraFrustrum::1.0,pre_xform,Modify Pre-Transform,Button,1,,6
AB::CameraFrustrum::1.0,xOrd,Transform Order,Menu,1,0,6
AB::CameraFrustrum::1.0,rOrd,Rotate Order,Menu,1,0,6
AB::CameraFrustrum::1.0,t,Translate,Float,3,0.0;0.0;0.0,0
AB::CameraFrustrum::1.0,r,Rotate,Float,3,0.0;0.0;0.0,0
AB::CameraFrustrum::1.0,s,Scale,Float,3,1.0;1.0;1.0,0
AB::CameraFrustrum::1.0,p,Pivot Translate,Float,3,0.0;0.0;0.0,0
AB::CameraFrustrum::1.0,scale,Uniform Scale,Float,1,1.0,0
AB::CameraFrustrum::1.0,lookatpath,Look At,String,1,,0
AB::CameraFrustrum::1.0,lookup,Look At Up Vector,String,1,on,5
AB::CameraFrustrum::1.0,pathobjpath,Path Object,String,1,,0
AB::CameraFrustrum::1.0,roll,Roll,Float,1,0.0,0
AB::CameraFrustrum::1.0,pos,Position,Float,1,0.0,0
AB::CameraFrustrum::1.0,uparmtype,Parameterization,Menu,1,1,2
AB::CameraFrustrum::1.0,pathorient,Orient Along Path,Int,1,1,0
AB::CameraFrustrum::1.0,up,Orient Up Vector,Float,3,0.0;1.0;0.0,0
AB::CameraFrustrum::1.0,bank,Auto-Bank factor,Float,1,0.0,0
AB::CameraFrustrum::1.0,shop_materialpath,Material,String,1,,0
AB::CameraFrustrum::1.0,shop_materialopts,Options,Button,1,,0
AB::CameraFrustrum::1.0,tdisplay,Display,Toggle,1,False,0
AB::CameraFrustrum::1.0,display,Display,Int,1,1,0
AB::CameraFrustrum::1.0,vm_phantom,Phantom,Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_renderable,Renderable,Toggle,1,True,0
AB::CameraFrustrum::1.0,categories,Categories,String,1,,0
AB::CameraFrustrum::1.0,reflectmask,Reflection Mask,String,1,*,0
AB::CameraFrustrum::1.0,refractmask,Refraction Mask,String,1,*,0
AB::CameraFrustrum::1.0,lightmask,Light Mask,String,1,*,0
AB::CameraFrustrum::1.0,vm_volumefilter,Volume Filter,String,1,box,7
AB::CameraFrustrum::1.0,vm_volumefilterwidth,Volume Filter Width,Float,1,1.0,0
AB::CameraFrustrum::1.0,vm_matte,Matte shading,Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_rayshade,Raytrace Shading,Toggle,1,False,0
AB::CameraFrustrum::1.0,geo_velocityblur,Geometry Velocity Blur,Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_shadingquality,Shading Quality,Float,1,1.0,0
AB::CameraFrustrum::1.0,vm_flatness,Dicing Flatness,Float,1,0.05,0
AB::CameraFrustrum::1.0,vm_raypredice,Ray Predicing,Int,1,0,3
AB::CameraFrustrum::1.0,vm_curvesurface,Shade Curves As Surfaces,Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_rmbackface,Backface Removal,Toggle,1,False,0
AB::CameraFrustrum::1.0,shop_geometrypath,Procedural Shader,String,1,,0
AB::CameraFrustrum::1.0,vm_forcegeometry,Force Procedural Geometry Output,Toggle,1,True,0
AB::CameraFrustrum::1.0,vm_rendersubd,Polygons As Subdivision (Mantra),Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_renderpoints,Render As Points (Mantra),Int,1,0,3
AB::CameraFrustrum::1.0,vm_usenforpoints,Use N For Point Rendering,Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_metavolume,Metaballs as Volume,Toggle,1,False,0
AB::CameraFrustrum::1.0,vm_coving,Coving,Int,1,1,3
AB::CameraFrustrum::1.0,vm_computeN,Automatically Compute Normals,Toggle,1,True,0
AB::CameraFrustrum::1.0,vm_overridedetail,Ignore Geometry Attribute Shaders,Toggle,1,False,0
AB::CameraFrustrum::1.0,use_dcolor,Set Wireframe Color,Toggle,1,False,0
AB::CameraFrustrum::1.0,dcolor,Wireframe Color,Float,3,1.0;1.0;1.0,0
AB::CameraFrustrum::1.0,picking,Viewport Selecting Enabled,Toggle,1,True,0
AB::CameraFrustrum::1.0,pickscript,Select Script,String,1,,0
AB::CameraFrustrum::1.0,caching,Cache Object Transform,Toggle,1,True,0
AB::CameraFrustrum::1.0,vport_shadeopen,Shade Open Curves In Viewport,Toggle,1,False,0
AB::CameraFrustrum::1.0,vport_displayassubdiv,Display as Subdivision in Viewport,Toggle,1,False,0
AB::CameraFrustrum::1.0,pr,Pivot Rotate,Float,3,0.0;0.0;0.0,0
AB::CameraFrustrum::1.0,childcomp,Child Compensation,Toggle,1,False,0
AB::CameraFrustrum::1.0,constraints_on,Enable Constraints,Toggle,1,False,0
AB::CameraFrustrum::1.0,constraints_path,Constraints,String,1,,0
AB::CameraFrustrum::1.0,lookupobjpath,Look Up Object,String,1,,0
AB::CameraFrustrum::1.0,vport_onionskin,Onion Skinning,Menu,1,0,3
AB::CameraFrustrum::1.0,renderable,Renderable,Toggle,1,True,0
AB::CameraFrustrum::1.0,camera,Camera,String,1,../../cam1,0
AB::CameraFrustrum::1.0,color,Color,Float,3,1.0;0.0;0.0,0
AB::CameraPathToUE::1.0,xOrd,Transform Order,Menu,1,0,6
AB::CameraPathToUE::1.0,rOrd,Rotate Order,Menu,1,0,6
AB::CameraPathToUE::1.0,t,Translate,Float,3,0.0;0.0;0.0,0
AB::CameraPathToUE::1.0,r,Rotate,Float,3,0.0;0.0;0.0,0
AB::CameraPathToUE::1.0,s,Scale,Float,3,1.0;1.0;1.0,0
AB::CameraPathToUE::1.0,p,Pivot Translate,Float,3,0.0;0.0;0.0,0
AB::CameraPathToUE::1.0,pr,Pivot Rotate,Float,3,0.0;0.0;0.0,0
AB::CameraPathToUE::1.0,scale,Uniform Scale,Float,1,1.0,0
AB::CameraPathToUE::1.0,pre_xform,Modify Pre-Transform,Button,1,,6
AB::CameraPathToUE::1.0,keeppos,Keep Position When Parenting,Toggle,1,False,0
AB::CameraPathToUE::1.0,childcomp,Child Compensation,Toggle,1,False,0
AB::CameraPathToUE::1.0,constraints_on,Enable Constraints,Toggle,1,False,0
AB::CameraPathToUE::1.0,constraints_path,Constraints,String,1,,0
AB::CameraPathToUE::1.0,lookatpath,Look At,String,1,,0
AB::CameraPathToUE::1.0,lookupobjpath,Look Up Object,String,1,,0
AB::CameraPathToUE::1.0,lookup,Look At Up Vector,String,1,on,5
AB::CameraPathToUE::1.0,pathobjpath,Path Object,String,1,,0
AB::CameraPathToUE::1.0,roll,Roll,Float,1,0.0,0
AB::CameraPathToUE::1.0,pos,Position,Float,1,0.0,0
AB::CameraPathToUE::1.0,uparmtype,Parameterization,Menu,1,1,2
AB::CameraPathToUE::1.0,pathorient,Orient Along Path,Int,1,1,0
AB::CameraPathToUE::1.0,up,Orient Up Vector,Float,3,0.0;1.0;0.0,0
AB::CameraPathToUE::1.0,bank,Auto-Bank factor,Float,1,0.0,0
AB::CameraPathToUE::1.0,label1,Input #1 Label,String,1,Sub-Network Input #1,0
AB::CameraPathToUE::1.0,label2,Input #2 Label,String,1,Sub-Network Input #2,0
AB::CameraPathToUE::1.0,label3,Input #3 Label,String,1,Sub-Network Input #3,0
AB::CameraPathToUE::1.0,label4,Input #4 Label,String,1,Sub-Network Input #4,0
AB::CameraPathToUE::1.0,tdisplay,Display,Toggle,1,False,0
AB::CameraPathToUE::1.0,display,Display,Int,1,1,0
AB::CameraPathToUE::1.0,outputobj,Output Transform,String,1,_input1_obj_,0
AB::CameraPathToUE::1.0,visibleobjects,Visible Children,String,1,*,0
AB::CameraPathToUE::1.0,picking,Viewport Selecting Enabled,Toggle,1,True,0
AB::CameraPathToUE::1.0,pickscript,Select Script,String,1,,0
AB::CameraPathToUE::1.0,caching,Cache Object Transform,Toggle,1,True,0
AB::CameraPathToUE::1.0,use_dcolor,Set Wireframe Color,Toggle,1,True,0
AB::CameraPathToUE::1.0,dcolor,Wireframe Color,Float,3,1.0;1.0;1.0,0
AB::CameraPathToUE::1.0,CurveInput,Curve Input,String,1,../../../DS_Road/MainRoadCurveOut1,0
AB::CameraPathToUE::1.0,startnode,Export Camera,String,1,/obj/UT_CameraPathToUE1/cameraExport/camExport,0
AB::CameraPathToUE::1.0,execute,Save to Disk,Button,1,,0
AB::CameraPathToUE::1.0,trange,Valid Frame Range,Menu,1,2,3
AB::CameraPathToUE::1.0,f,Start/End/Inc,Float,3,0.0;0.0;1.0,0
AB::CameraPathToUE::1.0,take,Render with Take,String,1,_current_,0
AB::CameraPathToUE::1.0,sopoutput,Output File,String,1,$JOB/UnrealData/$OS.fbx,0
AB::ChainGenerator::3.0,link_segs,Link Number,Int,1,50,0
AB::ChainGenerator::3.0,divu,U Divisions,Int,1,0,0
AB::ChainGenerator::3.0,divv,V Divisions,Int,1,0,0
AB::ChainGenerator::3.0,type,Add Normals to,Menu,1,1,4
AB::ChainGenerator::3.0,cuspangle,Cusp Angle,Float,1,60.0,0
AB::ChainGenerator::3.0,method,Weighting Method,Int,1,1,3
AB::ChainGenerator::3.0,uvlayout_on,UV Layout,Toggle,1,False,0
AB::CityGenerator::2.5,ViewMode,View Mode,Menu,1,0,4
AB::CityGenerator::2.5,vis_uv,Vis. UVs,Toggle,1,False,0
AB::CityGenerator::2.5,turn_off_color,Use Color,Toggle,1,True,0
AB::CityGenerator::2.5,HighResOptions,High Res Options,Label,1,,0
AB::CityGenerator::2.5,sepparm,,Separator,0,,0
AB::CityGenerator::2.5,SkyscraperOptions,Skyscraper Options,Label,1,,0
AB::CityGenerator::2.5,sepparm7,,Separator,0,,0
AB::CityGenerator::2.5,SC_MainModSize_HR,Main Mod Size,Float,2,6.0;16.0,0
AB::CityGenerator::2.5,SC_CornerSize_HR,Corner Size,Float,2,2.0;6.0,0
AB::CityGenerator::2.5,SC_GroundFloorHeight_HR,Ground Floor Height,Float,2,6.0;20.0,0
AB::CityGenerator::2.5,SC_MidFloorHeight_HR,Mid Floor Height,Float,2,5.0;8.0,0
AB::CityGenerator::2.5,SC_TopFloorHeight_HR,Top Floor Height,Float,2,8.0;16.0,0
AB::CityGenerator::2.5,SC_TopHeight_HR,Top Height,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,SC_RoofDepth_HR,Roof Depth,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,SC_GroundFloorWindowHeight_HR3,GF Window Height,Float,2,0.3;2.0,0
AB::CityGenerator::2.5,SC_WindowInset_HR3,Window Inset,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,SC_DoorHeight_HR3,Door Height,Float,2,4.0;6.0,0
AB::CityGenerator::2.5,sepparm3,,Separator,0,,0
AB::CityGenerator::2.5,ExtraLargeBuildings,Extra Large Buildings,Label,1,,0
AB::CityGenerator::2.5,sepparm4,,Separator,0,,0
AB::CityGenerator::2.5,XL_MainModSize_HR,Main Mod Size,Float,2,8.0;15.0,0
AB::CityGenerator::2.5,XL_CornerSize_HR,Corner Size,Float,2,1.0;5.0,0
AB::CityGenerator::2.5,XL_GroundFloorHeight_HR,Ground Floor Height,Float,2,5.0;10.0,0
AB::CityGenerator::2.5,XL_MidFloorHeight_HR,Mid Floor Height,Float,2,3.0;5.0,0
AB::CityGenerator::2.5,XL_TopFloorHeight_HR,Top Floor Height,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,XL_TopHeight_HR,Top Height,Float,2,2.0;8.0,0
AB::CityGenerator::2.5,XL_RoofDepth_HR,Roof Depth,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,XL_GroundFloorWindowHeight_HR,GF Window Height,Float,2,0.3;3.0,0
AB::CityGenerator::2.5,XL_WindowInset_HR,Window Inset,Float,2,0.5;3.0,0
AB::CityGenerator::2.5,XL_DoorHeight_HR,Door Height,Float,2,3.0;6.0,0
AB::CityGenerator::2.5,sepparm2,,Separator,0,,0
AB::CityGenerator::2.5,LargeBuildings3,Large Buildings,Label,1,,0
AB::CityGenerator::2.5,sepparm5,,Separator,0,,0
AB::CityGenerator::2.5,LG_MainModSize_HR,Main Mod Size,Float,2,6.0;12.0,0
AB::CityGenerator::2.5,LG_CornerSize_HR,Corner Size,Float,2,1.0;4.0,0
AB::CityGenerator::2.5,LG_GroundFloorHeight_HR,Ground Floor Height,Float,2,5.0;10.0,0
AB::CityGenerator::2.5,LG_MidFloorHeight_HR,Mid Floor Height,Float,2,3.0;5.0,0
AB::CityGenerator::2.5,LG_TopFloorHeight_HR,Top Floor Height,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,LG_TopHeight_HR,Top Height,Float,2,2.0;4.0,0
AB::CityGenerator::2.5,LG_RoofDepth_HR,Roof Depth,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,LG_GroundFloorWindowHeight_HR,GF Window Height,Float,2,0.3;2.0,0
AB::CityGenerator::2.5,LG_WindowInset_HR,Window Inset,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,LG_DoorHeight_HR,Door Height,Float,2,3.0;4.0,0
AB::CityGenerator::2.5,sepparm8,,Separator,0,,0
AB::CityGenerator::2.5,MediumBuildings,Medium Buildings,Label,1,,0
AB::CityGenerator::2.5,sepparm9,,Separator,0,,0
AB::CityGenerator::2.5,MD_MainModSize_HR,Main Mod Size,Float,2,4.0;8.0,0
AB::CityGenerator::2.5,MD_CornerSize_HR,Corner Size,Float,2,1.0;3.0,0
AB::CityGenerator::2.5,MD_GroundFloorHeight_HR,Ground Floor Height,Float,2,5.0;8.0,0
AB::CityGenerator::2.5,MD_MidFloorHeight_HR,Mid Floor Height,Float,2,3.0;5.0,0
AB::CityGenerator::2.5,MD_TopFloorHeight_HR,Top Floor Height,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,MD_TopHeight_HR,Top Height,Float,2,2.0;4.0,0
AB::CityGenerator::2.5,MD_RoofDepth_HR,Roof Depth,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,MD_GroundFloorWindowHeight_HR,GF Window Height,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,MD_WindowInset_HR,Window Inset,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,MD_DoorHeight_HR,Door Height,Float,2,3.0;4.0,0
AB::CityGenerator::2.5,sepparm11,,Separator,0,,0
AB::CityGenerator::2.5,SmallBuildings,Small Buildings,Label,1,,0
AB::CityGenerator::2.5,sepparm10,,Separator,0,,0
AB::CityGenerator::2.5,SM_MainModSize_HR,Main Mod Size,Float,2,2.0;6.0,0
AB::CityGenerator::2.5,SM_CornerSize_HR,Corner Size,Float,2,0.25;1.0,0
AB::CityGenerator::2.5,SM_GroundFloorHeight_HR,Ground Floor Height,Float,2,3.5;5.0,0
AB::CityGenerator::2.5,SM_MidFloorHeight_HR,Mid Floor Height,Float,2,3.0;4.0,0
AB::CityGenerator::2.5,SM_TopFloorHeight_HR,Top Floor Height,Float,2,3.0;5.0,0
AB::CityGenerator::2.5,SM_TopHeight_HR,Top Height,Float,2,1.0;2.0,0
AB::CityGenerator::2.5,SM_RoofDepth_HR,Roof Depth,Float,2,0.5;1.0,0
AB::CityGenerator::2.5,SM_GroundFloorWindowHeight_HR,GF Window Height,Float,2,0.3;1.0,0
AB::CityGenerator::2.5,SM_WindowInset_HR,Window Inset,Float,2,0.5;1.0,0
AB::CityGenerator::2.5,SM_DoorHeight_HR,Door Height,Float,2,3.0;4.0,0
AB::CityGenerator::2.5,sepparm6,,Separator,0,,0
AB::CityGenerator::2.5,GeneralBuildingOption,General Building Option,Label,1,,0
AB::CityGenerator::2.5,Gen_MainModuleSize,Main Module Size,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,Gen_CornerSize,Corner Size,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,Gen_GroundFloorHeight,GF Height,Float,2,4.5;10.0,0
AB::CityGenerator::2.5,Gen_GroundFloorBelowWindows,GF Below Windows,Float,2,4.5;10.0,0
AB::CityGenerator::2.5,Gen_MidFloorHeight,MF Height,Float,2,3.0;5.0,0
AB::CityGenerator::2.5,Gen_TopFloorHeight,TF Height,Float,2,4.0;10.0,0
AB::CityGenerator::2.5,Gen_TopHeight,Top Height,Float,2,2.0;4.0,0
AB::CityGenerator::2.5,Gen_RoofDepth,Roof Depth,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,Gen_GroundFloorWindowHeight,GF Window Height,Float,2,0.3;2.0,0
AB::CityGenerator::2.5,Gen_WindowInset,Window Inset,Float,2,0.5;2.0,0
AB::CityGenerator::2.5,Gen_DoorHeight,Door Height,Float,2,3.0;4.0,0
AB::CityGenerator::2.5,HeightOptions,Height Options,Label,1,,0
AB::CityGenerator::2.5,HeightStyle,Height Style,Menu,1,0,3
AB::CityGenerator::2.5,MainHeightRamp,Main Height Ramp,Ramp,1,2,0
AB::CityGenerator::2.5,HeightRampMult,Height Ramp Mult,Ramp,1,4,0
AB::CityGridGenerator::1.4,VisMode,Vis Mode,Menu,1,0,3
AB::CityGridGenerator::1.4,CityPattern,City Pattern,Menu,1,0,3
AB::CityGridGenerator::1.4,GridSize,Grid Size,Menu,1,1,4
AB::CityGridGenerator::1.4,UE_Attributes,UE Attributes,Toggle,1,False,0
AB::CityGridGenerator::1.4,sepparm4,,Separator,0,,0
AB::CityGridGenerator::1.4,labelparm6,General Options,Label,1,,0
AB::CityGridGenerator::1.4,sepparm8,,Separator,0,,0
AB::CityGridGenerator::1.4,labelparm4,Lot Division Options,Label,1,,0
AB::CityGridGenerator::1.4,alignment,Alignment,Menu,1,0,2
AB::CityGridGenerator::1.4,min_lot_size,Minimum Lot Size,Float,1,5.0,0
AB::CityGridGenerator::1.4,iterations,Iterations,Int,1,2,0
AB::CityGridGenerator::1.4,shape_seed,Random Seed,Float,1,0.0,0
AB::CityGridGenerator::1.4,irregularity,Irregularity,Float,1,0.16,0
AB::CityGridGenerator::1.4,vertical_bias,Vertical Bias,Float,1,0.0,0
AB::CityGridGenerator::1.4,vertical_packing,Vertical Packing,Float,1,1.0,0
AB::CityGridGenerator::1.4,AreaDelete,Small Area Size,Float,1,100.0,0
AB::CityGridGenerator::1.4,sepparm5,,Separator,0,,0
AB::CityGridGenerator::1.4,npts1,Diagnol Street Count,Int,1,200,0
AB::CityGridGenerator::1.4,npts5,Force Total Count,Int,1,200,0
AB::CityGridGenerator::1.4,npts2,Pattern Count,Int,1,200,0
AB::CityGridGenerator::1.4,npts4,Pattern Count,Int,1,200,0
AB::CityGridGenerator::1.4,npts3,Diagnol Street Count,Int,1,200,0
AB::CityGridGenerator::1.4,seed,Global Seed,Float,1,0.0,0
AB::CityGridGenerator::1.4,MaxSmallArea,Max Small Area,Float,1,900.0,0
AB::CityGridGenerator::1.4,DeleteSmallAreas,Delete Small Areas,Toggle,1,False,0
AB::CityGridGenerator::1.4,MaxLargeArea,Max Large Area,Float,1,10500.0,0
AB::CityGridGenerator::1.4,DeleteLargeAreas,Delete Large Areas,Toggle,1,False,0
AB::CityGridGenerator::1.4,sepparm3,,Separator,0,,0
AB::CityGridGenerator::1.4,labelparm,Street Options,Label,1,,0
AB::CityGridGenerator::1.4,StreetBaseWidth,Street Base Width,Float,1,10.0,0
AB::CityGridGenerator::1.4,sepparm6,,Separator,0,,0
AB::CityGridGenerator::1.4,labelparm5,Sidewalk Options,Label,1,,0
AB::CityGridGenerator::1.4,sepparm7,,Separator,0,,0
AB::CityGridGenerator::1.4,SidewalkMinWidth,Min Width,Float,1,2.0,0
AB::CityGridGenerator::1.4,SidewalkMaxWidth,Max Width,Float,1,4.0,0
AB::CityGridGenerator::1.4,corner_rad,Corner Radius,Float,1,3.0,0
AB::CityGridGenerator::1.4,curb_height,Curb Height,Float,1,0.1,0
AB::CityGridGenerator::1.4,offset,Curb Bevel,Float,1,0.025,0
AB::CityGridGenerator::1.4,divisions,Divisions,Int,1,5,0
AB::CityGridGenerator::1.4,cuspangle,Cusp Angle,Float,1,22.0,0
AB::CityGridGenerator::1.4,sepparm,,Separator,0,,0
AB::CityGridGenerator::1.4,labelparm3,Color Options,Label,1,,0
AB::CityGridGenerator::1.4,building_plane_color,Building Plane,Float,3,0.2;0.2;0.2,0
AB::CityGridGenerator::1.4,sidewalk_color,Sidewalk,Float,3,0.05;0.05;0.05,0
AB::CityGridGenerator::1.4,curbs_color,Curbs,Float,3,0.0125;0.0125;0.0125,0
AB::CityGridGenerator::1.4,asphalt_color,Asphalt,Float,3,0.2;0.2;0.2,0
AB::CityGridGenerator::1.4,crosswalk_clr,Crosswalks,Float,3,1.0;1.0;1.0,0
AB::CityGridGenerator::1.4,streetlinmes_clr,Street Lines,Float,3,0.75;0.75;0.75,0
AB::CityGridGenerator::1.4,streets_ctr_line_clr,Streets Center Line,Float,3,1.0;1.0;0.0,0
AB::CityGridGenerator::1.4,con_pad_clr,Concrete Pads,Float,3,0.2;0.2;0.2,0
AB::CityGridGenerator::1.4,PK_cornerRad,Corner Radius,Float,1,10.0,0
AB::CityGridGenerator::1.4,divisions2,Divisions,Int,1,12,0
AB::CliffordAttractor::1.0,a,a,Float,1,-2.538,0
AB::CliffordAttractor::1.0,b,b,Float,1,-0.42,0
AB::CliffordAttractor::1.0,c,c,Float,1,0.1,0
AB::CliffordAttractor::1.0,d,d,Float,1,-1.0,0
AB::CliffordAttractor::1.0,e,e,Float,1,-1.053,0
AB::CliffordAttractor::1.0,f,b,Float,1,1.0,0
AB::ColorByVelocity::1.0,ramp2,ramp2,Ramp,1,3,0
AB::ColorByVelocity::1.0,ramp1,ramp1,Ramp,1,2,0
AB::ColorByVelocity::1.0,ramp3,ramp3,Ramp,1,2,0
AB::ColorByVelocity::1.0,VorticityRamp,Vorticity Ramp,Ramp,1,3,0
AB::ColorByVelocity::1.0,srcmin,Minimum Value In Source Range,Float,3,-0.1;-0.1;-0.1,0
AB::ColorByVelocity::1.0,srcmax,Maximum Value In Source Range,Float,3,0.1;0.1;0.1,0
AB::ColorByVelocity::1.0,destmin,Minimum Value In Destination Range,Float,3,0.0;0.0;0.0,0
AB::ColorByVelocity::1.0,destmax,Maximum Value In Destination Range,Float,3,1.0;1.0;1.0,0
AB::ColorByVelocity::1.0,exp,el Fit Power,Float,1,2.0,0
AB::CommercialSignGenerator::4.8,MaterialStyle,Material Style,Menu,1,0,3
AB::CommercialSignGenerator::4.8,CreateType,Create Type,Menu,1,0,3
AB::CommercialSignGenerator::4.8,AddUVLayout,UV Layout,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,AddUVLayoutSepBBFront,UV Layout Front Sign,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,AddLightmapUVs,Add Lightmaps,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,DCCEngine,Engine,Menu,1,0,3
AB::CommercialSignGenerator::4.8,VisUVs,UV Quickshade,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,AddNameAndPack,Name & Pack,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,PrepUSD,USD Prep,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,DelMatPaths,Delete Material Paths,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,ColorMaterialID,Material ID Color,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,ToolModeOn,Tool Mode On,Toggle,1,False,0
AB::CommercialSignGenerator::4.8,sepparm16,,Separator,0,,0
AB::CommercialSignGenerator::4.8,labelparm3,Heading,Label,1,,0
AB::CommercialSignGenerator::4.8,CommercialSignType,Sign Type,Menu,1,0,2
AB::CommercialSignGenerator::4.8,SignShapeStyle,Sign Shape Style,Menu,1,0,4
AB::CommercialSignGenerator::4.8,PoleShape,Pole Shape,Menu,1,0,3
AB::CommercialSignGenerator::4.8,SideSupportLength,Side Support Length,Float,1,1.5,0
AB::CommercialSignGenerator::4.8,SideSupportSize,Side Support Size,Float,1,0.14,0
AB::CommercialSignGenerator::4.8,AddBracketBolts,Add Bolts,Toggle,1,True,0
AB::CommercialSignGenerator::4.8,PoleHeight,Pole Height,Float,1,6.0,0
AB::CommercialSignGenerator::4.8,PoleSize,Pole Size,Float,1,0.25,0
AB::CommercialSignGenerator::4.8,sepparm17,,Separator,0,,0
AB::CommercialSignGenerator::4.8,TextOptions,Text Options,Label,1,,0
AB::CommercialSignGenerator::4.8,AddMainText,Add Main Text,Toggle,1,True,0
AB::CommercialSignGenerator::4.8,NeonText,Neon Text,Toggle,1,True,0
AB::CommercialSignGenerator::4.8,AddCasingNeon,Add Casing Neon,Toggle,1,True,0
AB::CommercialSignGenerator::4.8,MainTextFont,Font,String,1,Arial Bold,0
