tool,inner_node,node_type,parm_family,n_referenced,n_in_family,confidence,literals,referenced
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/resample2,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/resample3,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/resample4,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add9,add,,4,4,medium,stdswitcher1=1 points=4 switcher1=1 closedall=1,pt1x pt2x pt2z pt3z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/GroundFloor_ModBase/polyextrude2,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/GroundFloor_ModBase/transform1,xform,,1,1,medium,parmgroup_pivotxform=1,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/TopFloor_ModBase/polyextrude8,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/MidFloor_ModBase/polyext_MidFloor,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/LowerFloor_ModBase/polyextrude2,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/LowerFloor_ModBase/CreateBays/grouprange2,grouprange,,1,1,medium,selecttotal1=2,selectamount1
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/Mezzanine_ModBase/polyextrude2,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/Mezzanine_ModBase/transform1,xform,,1,1,medium,parmgroup_pivotxform=1,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/Top_ModBase/polyextrude8,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add1,add,,2,2,medium,points=3 switcher1=1,pt0x pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add2,add,,4,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add3,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add4,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add5,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add6,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add7,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add8,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/color10,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/color12,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/color14,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/resample1,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/resample2,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/resample3,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/resample4,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare1/add9,add,,4,4,medium,stdswitcher1=1 points=4 switcher1=1 closedall=1,pt1x pt2x pt2z pt3z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add11,add,,8,3,medium,points=6 switcher1=1 closedall=1,pt1z pt2x pt2z pt3x pt3z pt4x pt4z pt5x
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add1,add,,2,2,medium,points=3 switcher1=1,pt0x pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add2,add,,4,3,medium,stdswitcher1=1 points=2 switcher1=1,pt0x pt0y pt0z pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add3,add,,4,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0z pt1z pt2x pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add4,add,,5,3,medium,stdswitcher1=1 points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add5,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add6,add,,6,3,medium,stdswitcher1=1 points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add7,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add8,add,,6,3,medium,stdswitcher1=1 points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add9,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add10,add,,6,3,medium,stdswitcher1=1 points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add12,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/add13,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/color7,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/color9,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/color11,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/color14,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/color15,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/resample4,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/resample5,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/resample6,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/resample7,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/resample8,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprinL/resample9,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/circle1,circle,rad,1,7,high,type=2 orient=2 reverse=0 radx=8 order=2 arc=1 endangle=90,rady
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/resample2,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add1,add,,2,2,medium,points=3 switcher1=1,pt0x pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add2,add,,4,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add3,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add9,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add5,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add6,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/add7,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/color10,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/color12,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/resample1,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/resample5,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/resample6,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/transform9,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,tx
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/color15,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/resample7,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/color16,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintRoundCorner/transform11,xform,,46,1,medium,parmgroup_pivotxform=1,addattrib attribs group grouptype invertxform movecentroid outputattrib outputmerge prexform_rOrd prexform_rx prexform_ry prexform_rz prexform_shear1 prexform_shear2 prexform_shear3 prexform_sx prexform_sy prexform_sz prexform_tx prexform_ty prexform_tz prexform_xOrd prx pry prz px py pz rOrd rx ry rz scale shear1 shear2 shear3 sx sy sz tx ty tz updateaffectednmls updatenmls vlength xOrd
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/resample1,resample,,1,1,medium,edge=1,length
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/GroundFloor_ModBase/polyextrude2,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/GroundFloor_ModBase/transform1,xform,,1,1,medium,parmgroup_pivotxform=1,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/TopFloor_ModBase/polyextrude8,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/MidFloor_ModBase/polyext_MidFloor,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/LowerFloor_ModBase/polyextrude2,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/LowerFloor_ModBase/CreateBays/grouprange2,grouprange,,1,1,medium,selecttotal1=2,selectamount1
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/Mezzanine_ModBase/polyextrude2,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/Mezzanine_ModBase/transform1,xform,,1,1,medium,parmgroup_pivotxform=1,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/BaseFromCurve/Top_ModBase/polyextrude8,polyextrude::2.0,,1,15,medium,extrusionmode=1 xformfront=1 xformspace=1 outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ArchGenerator::2.0,/obj/AnalysisHolder/probe_4/add1,add,,2,6,medium,points=4 switcher1=1 pt0y=4.4 pt2x=-2 pt2y=1 pt3x=-2,pt1x pt1y
AB::ArchGenerator::2.0,/obj/AnalysisHolder/probe_4/resample2,resample,,1,2,medium,dolength=0 dosegs=1,segs
AB::ArchGenerator::2.0,/obj/AnalysisHolder/probe_4/FancyCurves2,AB::FancyCurves::2.0,,3,1,medium,planeSet=0,center_main_width ncy return_len
AB::ArchGenerator::2.0,/obj/AnalysisHolder/probe_4/divide1,divide,,2,1,medium,numsides=4,sizey sizez
AB::ArchGenerator::2.0,/obj/AnalysisHolder/probe_4/line4,line,,1,4,medium,dirx=1 diry=0 dist=5 points=7,originx
AB::ArchitecturalPlantOns::2.0,/obj/AnalysisHolder/probe_5/ArtDecoPlantOns/ad_plant_on_001/transform1,xform,s,2,9,high,tx=0 ty=0 tz=0 sx=0 parmgroup_pivotxform=1 px=0 py=0 pz=0 addattrib=1,sy sz
AB::ArchitecturalPlantOns::2.0,/obj/AnalysisHolder/probe_5/ClassicalPlantOns/CL_PlantOn_001/subnet3/transform2,xform,s,2,9,high,tx=0 ty=0 tz=0 sx=0 parmgroup_pivotxform=1 px=0 py=0 pz=0 addattrib=1,sy sz
AB::ArchitecturalPlantOns::2.0,/obj/AnalysisHolder/probe_5/ClassicalPlantOns/CL_PlantOn_002/grid2,grid,size,1,4,high,orient=0 sizex=0.5 rows=2 cols=2,sizey
AB::ArchitecturalPlantOns::2.0,/obj/AnalysisHolder/probe_5/ClassicalPlantOns/CL_PlantOn_002/transform2,xform,s,2,9,high,tx=0 ty=0 tz=0 sx=0 parmgroup_pivotxform=1 px=0 py=0 pz=0 addattrib=1,sy sz
AB::ArchitecturalPlantOns::2.0,/obj/AnalysisHolder/probe_5/ClassicalPlantOns/subnet4/transform3,xform,s,2,9,high,tx=0 ty=0 tz=0 sx=0 parmgroup_pivotxform=1 px=0 py=0 pz=0 addattrib=1,sy sz
AB::ArchitecturalPlantOns::2.0,/obj/AnalysisHolder/probe_5/Rosettes/rosette_001_HRE/copy1,copyxform,,1,1,medium,ry=30,ncy
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/add2,add,,3,3,medium,points=3 switcher1=1 closedall=1,pt1y pt1z pt2y
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/polyextrude5,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/polyextrude6,polyextrude::2.0,,1,13,medium,xformspace=1 translatey=0.1 outputback=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/polyextrude7,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/polyextrude8,polyextrude::2.0,,1,10,medium,thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_02/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/circle1,circle,,1,6,medium,type=2 reverse=0 ry=180 order=2 arc=1 beginangle=180,scale
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/line1,line,,2,2,medium,dirx=1 diry=0,dist points
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/copy1,copyxform,,1,1,medium,tx=0.25,ncy
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/transform4,xform,,2,1,medium,parmgroup_pivotxform=1,ty tz
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/color5,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/color6,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/circle2,circle,,1,7,medium,type=2 reverse=0 ry=180 order=2 divs=2 arc=1 beginangle=180,scale
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/Style_01/circle3,circle,,1,7,medium,type=2 reverse=0 ry=180 order=2 divs=3 arc=1 beginangle=180,scale
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/add2,add,,3,3,medium,points=3 switcher1=1 closedall=1,pt1y pt1z pt2y
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/mats/AWN_angleTop,principledshader::2.0,,5,4,medium,emitint=1 emitcolorr=0 emitcolorg=0 emitcolorb=0,baseBump_useTexture baseNormal_useTexture shop_disable_displace_shader specular_tint vm_displacebound
AB::AwningGenerator::2.0,/obj/AnalysisHolder/probe_6/mats/AWN_angleSupports,principledshader::2.0,,5,4,medium,emitint=1 emitcolorr=0 emitcolorg=0 emitcolorb=0,baseBump_useTexture baseNormal_useTexture shop_disable_displace_shader specular_tint vm_displacebound
AB::BalconyGenerator::2.0,/obj/AnalysisHolder/probe_7/polyextrude1,polyextrude::2.0,,1,12,medium,divs=2 outputback=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::BalconyGenerator::2.0,/obj/AnalysisHolder/probe_7/CreateFloorPlate/polyextrude2,polyextrude::2.0,,1,11,medium,outputback=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::BalconyGenerator::2.0,/obj/AnalysisHolder/probe_7/CreateFloorPlate/polybevel2,polybevel::2.0,,3,5,medium,profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,divisions filletshape offset
AB::BalconyGenerator::2.0,/obj/AnalysisHolder/probe_7/CreateFloorPlate/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
